wheelbase_mm,front_track_mm,rear_track_mm,guide_clearance_mm,axle_parallelism_mm,centerline_offset_mm,body_mass_g,wheel_radius_mm,track_delta_mm,wheel_diameter_mismatch_mm,pass,violations
190.36326337564103,31.557504915564273,31.87062859129439,0.5793173981513818,0.10084104618601095,0.0707040831426641,50.84387941975188,13.569600658228067,0.3131236757301181,0.1392013164561341,1.0,0.0
190.0589533206733,31.43054820733554,31.80819745787937,0.5023336716180657,0.13631487146544435,0.04677029302438815,50.60909941331631,13.512368688094078,0.37764925054382914,0.02473737618815619,1.0,0.0
189.95709513977224,31.432700238984314,31.855807574451966,0.4923351744965969,0.06640253562576592,-0.0036377986031051104,51.70201717713055,13.479829846998705,0.4231073354676518,0.040340306002590864,1.0,0.0
189.90405260871043,31.572478366344125,31.945333445388275,0.43370916038121743,0.054949688456322206,0.047982996856432515,51.33827446290038,13.61295369524974,0.3728550790441503,0.22590739049947928,1.0,0.0
189.99906679107522,31.6757928518936,31.640830451778047,0.5073056335954407,0.06321991179709598,0.09937472166072969,52.07525378347909,13.487818458754411,0.034962400115553294,0.02436308249117758,1.0,0.0
189.92276716142155,31.624409881313834,31.687273358762944,0.3784683791745671,0.10676061448853225,0.18038461879285092,52.20222435307708,13.516651541886116,0.0628634774491097,0.0333030837722319,1.0,0.0
190.13227668824732,31.499423470479385,31.798928570622643,0.33485186313317744,0.16638762405825888,0.08257722902183705,51.08342998556722,13.508646944183557,0.29950510014325715,0.017293888367113652,1.0,0.0
190.08339485166167,31.433115734324574,31.689166594991992,0.40885122077585245,0.08978014630875157,0.10922582059960344,49.862907261581924,13.49204340572721,0.25605086066741833,0.01591318854557855,0.0,1.0
189.85745516745396,31.6394773565557,31.91933637143091,0.40139360433862664,0.17278464614944217,0.08710298711797478,52.58250508700783,13.481258978559707,0.2798590148752069,0.037482042880586874,1.0,0.0
189.81106483678514,31.52597815470047,31.90293628277041,0.4487289515933243,0.15922219583856123,-0.01623058276698997,51.40082833576434,13.558295573679072,0.376958128069937,0.11659114735814313,1.0,0.0
190.0260559019065,31.41358556944339,31.96525769036366,0.44464769681335803,0.09032122930547447,0.06066201411048265,51.39468005830836,13.546353719715546,0.5516721209202693,0.09270743943109139,1.0,0.0
190.00960262463235,31.43237373803824,31.81322247226449,0.6125934892378581,0.03165606785381776,0.12963721377589973,50.896753988417345,13.471948169534832,0.3808487342262481,0.056103660930336474,1.0,0.0
189.66229427178496,31.655005464620245,31.65680235539072,0.4466165510943235,0.04619305941929773,0.06258845330999832,50.13318877642366,13.472556964240958,0.001796890770474846,0.05488607151808367,1.0,0.0
190.13127587571395,31.38418797573777,31.784224542807703,0.45025372806214514,0.05253567078293454,0.03574577286179527,50.85465438069521,13.606510110181192,0.4000365670699324,0.21302022036238455,1.0,0.0
190.12392457999533,31.632714618108594,31.87924825336942,0.4738634214612556,0.11078261071428172,0.11377501994769924,52.039927942303635,13.43623963250709,0.24653363526082472,0.1275207349858185,1.0,0.0
189.89839816762557,31.47479447187128,31.87912617373619,0.3555152924652992,0.19802029963113663,0.10843164144009652,51.828389053170355,13.492923991151935,0.4043317018649084,0.01415201769613006,1.0,0.0
190.21045495281805,31.570858354059357,31.872142077372914,0.3752962354302551,0.0720898591071983,0.11561151562490907,51.07189975188297,13.495596703793243,0.30128372331355635,0.00880659241351367,1.0,0.0
190.1695672510747,31.67316626923213,31.958236675501592,0.4254411966602244,0.12768755025803943,0.06781063822312214,51.34934969289117,13.559516467565825,0.2850704062694618,0.11903293513164925,1.0,0.0
190.0247840778132,31.607717283359726,31.8147984249056,0.3694135480330611,0.05690299116050122,0.04789865723582676,50.99772221185425,13.43371362332944,0.2070811415458742,0.13257275334111895,1.0,0.0
190.01738609335666,31.486021491699063,31.7137332468014,0.4577785701804294,0.1638732274053149,0.03920132885896057,50.57444284286063,13.4247197186096,0.22771175510233732,0.1505605627808002,1.0,0.0
189.99167811718578,31.59272706162062,31.772419207837608,0.6207704579507861,0.1290752773484782,0.08143143980273045,51.39087094077683,13.518512194076168,0.17969214621698626,0.037024388152335774,1.0,0.0
189.98033307177008,31.57448711811802,31.827148475250386,0.35307346428460146,0.15234829193475657,0.157097384588711,50.17403926544598,13.4416235096128,0.2526613571323644,0.11675298077440033,1.0,0.0
190.24552151944673,31.65703672578407,31.68688827458649,0.40458425831257294,0.10175361046427593,0.17829726641742433,50.912129739237265,13.629101496109426,0.02985154880241936,0.2582029922188518,0.0,1.0
189.99909699763606,31.49716024575182,31.80231633768546,0.42916697098053697,0.18139352352510735,0.15168605570377788,51.636861241426516,13.485152953990768,0.3051560919336396,0.02969409201846318,1.0,0.0
189.95309842192083,31.29560077965719,31.826315005484044,0.43368713579598367,0.14139090852555017,0.038899662253411765,51.94157454481677,13.518590599224721,0.5307142258268556,0.03718119844944212,1.0,0.0
190.22933638062895,31.538047826092782,31.79432027778146,0.5132376491986235,0.07366030326735092,0.1386150470491192,51.27608181286115,13.604868021200312,0.25627245168867674,0.2097360424006247,1.0,0.0
190.27214337372723,31.656496417885005,31.798776376268876,0.5072572567160931,-0.0035101980259565208,0.12748130035584393,51.77032576868056,13.549655101956034,0.1422799583838703,0.09931020391206857,1.0,0.0
190.11177811448917,31.444358559664224,31.829659588069763,0.45346388838024115,0.14045643348474804,0.13959642152043994,51.02988401459933,13.2801232859396,0.38530102840553937,0.4397534281207989,0.0,2.0
190.0692573548876,31.329976159219477,31.703722135396333,0.4272224922951326,0.1368821535117946,0.09089848851328408,50.8653554941229,13.550842074183365,0.37374597617685623,0.10168414836672923,1.0,0.0
190.1192994732157,31.515532137418113,31.663156010558954,0.47209019970271016,0.09039530517972165,0.055503995335187795,50.790248907690334,13.465524737004365,0.1476238731408408,0.06895052599126927,1.0,0.0
190.0687561255466,31.546837541564337,31.844199976716546,0.4957758335087108,0.11497777958300481,0.04463315211046729,50.83104117050582,13.475211532947887,0.29736243515220906,0.04957693410422692,1.0,0.0
190.04988855414786,31.583446150094304,31.72071535107824,0.4982749797443707,0.0400413794726825,0.03099440285082848,50.85242240426053,13.54196443631817,0.1372692009839369,0.08392887263633853,1.0,0.0
189.76520368073312,31.441438553355272,31.85645157227356,0.5565402439629155,0.09741443633822641,0.11161730742180007,51.75062021030347,13.498353245722372,0.41501301891828746,0.0032935085552558974,1.0,0.0
189.8884026142085,31.284106892148582,31.914063972871,0.5221729409219944,0.15940935072247922,0.12855495775810175,50.97052515639036,13.563036194723674,0.6299570807224164,0.1260723894473479,1.0,0.0
189.96301168001173,31.398596307850315,31.63480132045717,0.45599601079891033,0.05849866996704741,0.14056897552844666,51.42726616886438,13.42674683845743,0.236205012606856,0.14650632308514133,1.0,0.0
189.8896673917861,31.57737655753323,31.851342401375035,0.43560728902347634,0.07112714148977363,0.10089895571885195,51.19027230228617,13.542757902764563,0.273965843841804,0.08551580552912696,1.0,0.0
